gene	chromosome	start	end	log2	depth	weight	cn	probes	segment_weight	segment_probes
Gm29040	chr1	39756241	39917385	0.529736	29.5578	1.92922	3	2	32.2769	32
Gm29610	chr1	39756241	39917385	0.529736	29.5578	1.92922	3	2	32.2769	32
Gm29041	chr1	39917885	39953661	0.529736	30.4747	1.94198	3	2	32.2769	32
Nck2	chr1	39954161	40237993	0.529736	32.2562	9.87062	3	10	32.2769	32
Gm37536	chr1	39954161	40043488	0.529736	31.9493	5.90649	3	6	32.2769	32
Gm38228	chr1	40045154	40237993	0.529736	32.95	2.96971	3	3	32.2769	32
Ecrg4	chr1	40238493	40251425	0.529736	30.5112	2.90106	3	3	32.2769	32
Gm29155	chr1	40238493	40254185	0.529736	29.8695	4.8207	3	5	32.2769	32
Gm29157	chr1	40249859	40251751	0.529736	30.7751	2.86056	3	3	32.2769	32
Gm29156	chr1	40253686	40335287	0.529736	28.49	1.96341	3	2	32.2769	32
Uxs1	chr1	40254867	40353663	0.529736	31.4802	9.91386	3	10	32.2769	32
Gm16103	chr1	40254867	40335261	0.529736	31.5971	8.92527	3	9	32.2769	32
Gm19587	chr1	40402795	40414319	0.529736	37.9597	1.90998	3	2	32.2769	32
Gm8241	chr1	40413503	40418266	0.529736	35.1011	1.86895	3	2	32.2769	32
Gm26352	chr1	40418141	40418266	0.529736	32.816	0.904169	3	1	32.2769	32
Mia3	chr1	179130954	179176366	0.581489	30.2982	5.88122	3	6	212.132	213
Gm37339	chr1	179175974	179193130	0.581489	32.5569	1.9281	3	2	212.132	213
Taf1a	chr1	179193630	179218309	0.581489	31.2801	4.91413	3	5	212.132	213
Gm37986	chr1	179217926	179222277	0.581489	31.2068	1.89593	3	2	212.132	213
Hhipl2	chr1	179221663	179312352	0.581489	30.9693	5.88608	3	6	212.132	213
MGP_FVBNJ_G0036651	chr1	179221909	179312352	0.581489	31.7372	4.94102	3	5	212.132	213
Gm33973	chr1	179312852	179421951	0.581489	31.9039	1.96269	3	2	212.132	213
Gm8214	chr1	179422451	179490285	0.581489	31.8824	1.94959	3	2	212.132	213
Gm34068	chr1	179490785	179659299	0.581489	33.3294	1.99239	3	2	212.132	213
Gm38332	chr1	179659799	179670886	0.581489	35.9428	1.88068	3	2	212.132	213
Gm38108	chr1	179670060	179756114	0.581489	31.8886	1.93554	3	2	212.132	213
Dusp10	chr1	179756614	179960454	0.581489	31.5292	4.93313	3	5	212.132	213
1700056E22Rik	chr1	179756614	179823869	0.581489	30.8049	3.93758	3	4	212.132	213
Gm37223	chr1	180097040	180182441	0.581489	30.9272	7.86258	3	8	212.132	213
Gm37712	chr1	180097040	180134712	0.581489	30.6853	6.86896	3	7	212.132	213
2900092O11Rik	chr1	180182941	180267108	0.581489	33.0646	1.91552	3	2	212.132	213
1700112H15Rik	chr1	180267608	180319047	0.581489	33.577	1.98085	3	2	212.132	213
Gm23349	chr1	180319547	180346910	0.581489	30.3953	1.76936	3	2	212.132	213
Gm37800	chr1	180347410	180370803	0.581489	37.3632	3.83141	3	4	212.132	213
Rpl21-ps1	chr1	180347410	180370803	0.581489	37.3632	3.83141	3	4	212.132	213
4930488B22Rik	chr1	180450389	180470423	0.581489	33.4616	1.96274	3	2	212.132	213
Hlx	chr1	180465014	180477829	0.581489	30.6955	2.88669	3	3	212.132	213
