gene	chromosome	start	end	log2	depth	weight	cn	probes	segment_weight	segment_probes
4933401J01Rik	chr1	97127	110141	0.932123	58.1205	1.89259	4	2	19.2328	20
Gm26206	chr1	123273	161031	0.932123	53.6778	1.74324	4	2	19.2328	20
Xkr4	chr1	225199	545116	0.932123	43.6123	12.7734	4	13	19.2328	20
Gm18956	chr1	233780	292277	0.932123	39.6625	2.9213	4	3	19.2328	20
Gm37180	chr1	233780	392039	0.932123	41.4601	4.86943	4	5	19.2328	20
Gm37363	chr1	233780	477754	0.932123	41.8951	5.86459	4	6	19.2328	20
Gm37686	chr1	233780	525354	0.932123	42.8111	8.81924	4	9	19.2328	20
Gm1992	chr1	233780	541336	0.932123	42.856	9.80804	4	10	19.2328	20
Gm37329	chr1	233780	541336	0.932123	42.856	9.80804	4	10	19.2328	20
Slc35e3	chr1	233780	545116	0.932123	43.4511	10.7902	4	11	19.2328	20
Gm38148	chr1	233780	272660	0.932123	37.6125	1.94212	4	2	19.2328	20
Gm19938	chr1	233780	272660	0.932123	37.6125	1.94212	4	2	19.2328	20
Gm37791	chr1	4516543	4538208	0.536177	56.0669	1.87862	3	2	23.761	25
Gm7470	chr1	4538708	4596222	0.536177	56.4266	1.96842	3	2	23.761	25
Rps2-ps2	chr1	4596722	4634114	0.536177	62.3722	1.95613	3	2	23.761	25
Gm38216	chr1	4659102	4766526	0.536177	22.1723	1.72889	3	2	23.761	25
Sntg1	chr1	5232625	5474631	0.536177	32.4024	12.6292	3	13	23.761	25
Gm38024	chr1	5232625	5347651	0.536177	36.3019	8.94693	3	9	23.761	25
Gm16284	chr1	5232625	5397653	0.536177	33.618	10.6503	3	11	23.761	25
Gm38259	chr1	5232625	5474631	0.536177	32.4024	12.6292	3	13	23.761	25
MGP_FVBNJ_G0007534	chr1	5232625	5332486	0.536177	37.2991	7.95793	3	8	23.761	25
Gm37005	chr1	5232625	5332486	0.536177	37.2991	7.95793	3	8	23.761	25
Gm36964	chr1	5232625	5350246	0.536177	41.6538	4.98659	3	5	23.761	25
MGP_FVBNJ_G0007535	chr1	5232625	5350246	0.536177	41.6538	4.98659	3	5	23.761	25
Gm37629	chr1	5232625	5350246	0.536177	41.6538	4.98659	3	5	23.761	25
Gm38008	chr1	5232625	5350246	0.536177	41.6538	4.98659	3	5	23.761	25
Gm37143	chr1	5232625	5350246	0.536177	41.6538	4.98659	3	5	23.761	25
Sntg1	chr1	5232625	6249927	1.32521	54.7909	19.9723	6	22	164.747	165
Gm38024	chr1	5232625	5663794	1.32521	42.6636	4.98883	6	5	164.747	165
Gm16284	chr1	5232625	5663794	1.32521	42.6636	4.98883	6	5	164.747	165
Gm38259	chr1	5232625	5663794	1.32521	42.6636	4.98883	6	5	164.747	165
MGP_FVBNJ_G0007534	chr1	5232625	5512804	1.32521	45.6876	6.20301	6	7	164.747	165
Gm37005	chr1	5232625	5544994	1.32521	46.2086	8.14066	6	9	164.747	165
Gm36964	chr1	5232625	5676835	1.32521	49.7883	11.2579	6	13	164.747	165
MGP_FVBNJ_G0007535	chr1	5232625	5816863	1.32521	50.263	12.2545	6	14	164.747	165
Gm37629	chr1	5232625	6095698	1.32521	52.1451	16.156	6	18	164.747	165
Gm38008	chr1	5232625	6141919	1.32521	53.846	18.0211	6	20	164.747	165
Gm37143	chr1	5232625	6249927	1.32521	54.7909	19.9723	6	22	164.747	165
Gm6187	chr1	6250427	6291290	1.32521	61.6266	1.94968	6	2	164.747	165
Gm18299	chr1	6291790	6303597	1.32521	67.8353	1.93563	6	2	164.747	165
Gm7512	chr1	6302427	6309620	1.32521	73.3449	1.88663	6	2	164.747	165
Gm24765	chr1	6309517	6351284	1.32521	66.6692	1.9123	6	2	164.747	165
Gm18300	chr1	6351784	6426945	1.32521	69.6342	1.97621	6	2	164.747	165
Adhfe1	chr1	6398608	6482356	1.32521	69.7746	7.94721	6	8	164.747	165
2610203C22Rik	chr1	6398608	6491318	1.32521	67.8874	11.8879	6	12	164.747	165
Vxn	chr1	6411492	6491318	1.32521	65.3086	6.92497	6	7	164.747	165
Gm29520	chr1	6489990	6517968	1.32521	68.6847	1.96159	6	2	164.747	165
Mybl1	chr1	6518468	6568284	1.32521	63.2355	5.75571	6	6	164.747	165
Vcpip1	chr1	6568784	6620070	1.32521	65.7894	3.97709	6	4	164.747	165
1700034P13Rik	chr1	6568784	6750938	1.32521	64.7117	7.85079	6	8	164.747	165
Sgk3	chr1	6646248	6759446	1.32521	65.9971	16.7338	6	17	164.747	165
Gm6195	chr1	6646248	6682412	1.32521	65.7144	7.91403	6	8	164.747	165
MGP_FVBNJ_G0036889	chr1	6646248	6695565	1.32521	66.0439	9.81105	6	10	164.747	165
Mcmdc2	chr1	6759946	6796562	1.32521	68.8139	12.7231	6	13	164.747	165
Snhg6	chr1	6759978	6813671	1.32521	69.9938	10.7266	6	11	164.747	165
Snord87	chr1	6795965	6813671	1.32521	72.9597	6.75902	6	7	164.747	165
Tcf24	chr1	6814171	6841237	1.32521	60.7643	3.79996	6	4	164.747	165
E330040D14Rik	chr1	6814171	6858844	1.32521	63.0258	5.78834	6	6	164.747	165
Ppp1r42	chr1	6821650	6865382	1.32521	64.8899	7.72893	6	8	164.747	165
Gm15818	chr1	6823588	6864595	1.32521	66.4897	5.9565	6	6	164.747	165
MGP_FVBNJ_G0036890	chr1	6865278	6879552	1.32521	72.1325	1.88614	6	2	164.747	165
Cops5	chr1	6880052	6992254	1.32521	68.9991	9.81682	6	10	164.747	165
Cspp1	chr1	6880052	7092995	1.32521	68.0157	36.4669	6	37	164.747	165
1700047N06Rik	chr1	6893672	6926197	1.32521	67.0611	14.8574	6	15	164.747	165
Arfgef1	chr1	6993056	7183317	1.32521	68.6813	10.6944	6	11	164.747	165
MGP_FVBNJ_G0009294	chr1	6993056	7092995	1.32521	68.9998	5.77392	6	6	164.747	165
Gm37569	chr1	6993056	7064904	1.32521	68.488	7.73442	6	8	164.747	165
Cpa6	chr1	7183817	7619970	1.32521	63.7953	11.7445	6	12	164.747	165
Gm38005	chr1	7183817	7321979	1.32521	65.6113	3.96464	6	4	164.747	165
Gm15604	chr1	7183817	7402547	1.32521	64.2362	7.80275	6	8	164.747	165
MGP_FVBNJ_G0036891	chr1	7183817	7442223	1.32521	64.3618	8.79643	6	9	164.747	165
Gm15603	chr1	7183817	7619970	1.32521	63.7953	11.7445	6	12	164.747	165
Gm37133	chr1	7620470	7702151	1.32521	64.8978	1.95871	6	2	164.747	165
Gm28659	chr1	7702651	7715345	1.32521	66.7577	1.92633	6	2	164.747	165
