gene	chromosome	start	end	log2	depth	weight	cn	probes	segment_weight	segment_probes
4933401J01Rik	chr1	97127	110141	0.292436	24.375	1.89708	3	2	11.3901	12
Gm26206	chr1	123273	161031	0.292436	32.7003	1.75434	3	2	11.3901	12
Xkr4	chr1	225199	292277	0.292436	24.1805	4.91281	3	5	11.3901	12
Gm18956	chr1	233780	292277	0.292436	24.4847	2.92735	3	3	11.3901	12
Gm37180	chr1	233780	272660	0.292436	23.4818	1.94729	3	2	11.3901	12
Gm37363	chr1	233780	272660	0.292436	23.4818	1.94729	3	2	11.3901	12
Gm37686	chr1	233780	272660	0.292436	23.4818	1.94729	3	2	11.3901	12
Gm1992	chr1	233780	272660	0.292436	23.4818	1.94729	3	2	11.3901	12
Gm37329	chr1	233780	272660	0.292436	23.4818	1.94729	3	2	11.3901	12
Slc35e3	chr1	233780	272660	0.292436	23.4818	1.94729	3	2	11.3901	12
Gm38148	chr1	233780	272660	0.292436	23.4818	1.94729	3	2	11.3901	12
Gm19938	chr1	233780	272660	0.292436	23.4818	1.94729	3	2	11.3901	12
Alkal1	chr1	3290552	3365881	0.279151	24.949	3.68982	3	4	129.539	135
Gm2147	chr1	3290552	3314614	0.279151	23.7052	2.74113	3	3	129.539	135
Gm7417	chr1	3290552	3365881	0.279151	24.949	3.68982	3	4	129.539	135
St18	chr1	3425316	3787472	0.279151	26.281	13.8909	3	14	129.539	135
Gm42492	chr1	3784553	3833709	0.279151	26.8217	1.97338	3	2	129.539	135
Gm7449	chr1	3834209	3853437	0.279151	28.9033	1.82241	3	2	129.539	135
Gm37275	chr1	3853407	3919504	0.279151	29.1771	1.84506	3	2	129.539	135
Gm37225	chr1	3920004	3936132	0.279151	30.7133	1.94098	3	2	129.539	135
Gm37489	chr1	3936632	3960400	0.279151	29.9102	1.79469	3	2	129.539	135
Gm5694	chr1	3960900	4008914	0.279151	29.7807	1.90002	3	2	129.539	135
Pcmtd1	chr1	4009414	4113795	0.279151	26.0433	10.8613	3	11	129.539	135
Gm26983	chr1	4009414	4071449	0.279151	24.8617	4.92725	3	5	129.539	135
Gm38372	chr1	4009414	4087690	0.279151	25.5295	7.90086	3	8	129.539	135
Nras-ps2	chr1	4114295	4148421	0.279151	28.1321	1.94057	3	2	129.539	135
Gm23274	chr1	4187053	4231504	0.279151	24.9884	1.84514	3	2	129.539	135
Gm19002	chr1	4232004	4282183	0.279151	23.4219	1.96561	3	2	129.539	135
Gm26901	chr1	4296290	4332653	0.279151	19.6022	1.87134	3	2	129.539	135
Gm30414	chr1	4434094	4516043	0.279151	22.8418	1.98158	3	2	129.539	135
Gm37791	chr1	4516543	4538208	0.279151	22.9156	1.88595	3	2	129.539	135
Gm7470	chr1	4538708	4596222	0.279151	23.3952	1.97134	3	2	129.539	135
Rps2-ps2	chr1	4596722	4634114	0.279151	25.8682	1.96048	3	2	129.539	135
Gm38216	chr1	4659102	4766526	0.279151	22.5936	1.73175	3	2	129.539	135
Sntg1	chr1	5232625	6249927	0.279151	24.589	27.6742	3	30	129.539	135
Gm38024	chr1	5232625	5347651	0.279151	25.1371	8.95139	3	9	129.539	135
Gm16284	chr1	5232625	5397653	0.279151	24.2492	10.6608	3	11	129.539	135
Gm38259	chr1	5232625	5474631	0.279151	24.0987	12.642	3	13	129.539	135
MGP_FVBNJ_G0007534	chr1	5232625	5512804	0.279151	24.8966	13.8673	3	15	129.539	135
Gm37005	chr1	5232625	5544994	0.279151	24.3534	15.8091	3	17	129.539	135
Gm36964	chr1	5232625	5676835	0.279151	24.5039	18.9449	3	21	129.539	135
MGP_FVBNJ_G0007535	chr1	5232625	5816863	0.279151	24.47	19.9419	3	22	129.539	135
Gm37629	chr1	5232625	6095698	0.279151	24.3694	23.8499	3	26	129.539	135
Gm38008	chr1	5232625	6141919	0.279151	24.5853	25.7206	3	28	129.539	135
Gm37143	chr1	5232625	6249927	0.279151	24.589	27.6742	3	30	129.539	135
Gm6187	chr1	6250427	6291290	0.279151	23.8506	1.95281	3	2	129.539	135
Gm18299	chr1	6291790	6303597	0.279151	24.5516	1.94319	3	2	129.539	135
Gm7512	chr1	6302427	6309620	0.279151	23.9342	1.90066	3	2	129.539	135
Gm24765	chr1	6309517	6351284	0.279151	27.03	1.92371	3	2	129.539	135
Gm18300	chr1	6351784	6426945	0.279151	24.3554	1.97921	3	2	129.539	135
Adhfe1	chr1	6398608	6482356	0.279151	25.3862	7.95333	3	8	129.539	135
2610203C22Rik	chr1	6398608	6491318	0.279151	24.7727	11.8989	3	12	129.539	135
Vxn	chr1	6411492	6491318	0.279151	24.409	6.93131	3	7	129.539	135
Gm29520	chr1	6489990	6517968	0.279151	25.2964	1.96536	3	2	129.539	135
Mybl1	chr1	6518468	6568284	0.279151	25.7645	5.76222	3	6	129.539	135
Vcpip1	chr1	6568784	6620070	0.279151	25.9525	3.97953	3	4	129.539	135
1700034P13Rik	chr1	6568784	6750938	0.279151	25.2665	7.85672	3	8	129.539	135
Sgk3	chr1	6646248	6650812	0.279151	24.4118	6.94249	3	7	129.539	135
Gm6195	chr1	6646248	6650812	0.279151	24.4118	6.94249	3	7	129.539	135
MGP_FVBNJ_G0036889	chr1	6646248	6650812	0.279151	24.4118	6.94249	3	7	129.539	135
Cpa6	chr1	7183817	7619970	0.205963	23.3916	9.794	3	10	27.2571	25
Gm38005	chr1	7183817	7568633	0.205963	24.5316	1.99242	3	2	27.2571	25
Gm15604	chr1	7183817	7402547	0.205963	23.172	5.84591	3	6	27.2571	25
MGP_FVBNJ_G0036891	chr1	7183817	7442223	0.205963	23.0727	6.8402	3	7	27.2571	25
Gm15603	chr1	7183817	7619970	0.205963	23.3916	9.794	3	10	27.2571	25
Gm37133	chr1	7620470	7702151	0.205963	26.2152	1.96166	3	2	27.2571	25
Gm28659	chr1	7702651	7715345	0.205963	26.3407	1.93142	3	2	27.2571	25
MGP_FVBNJ_G0038128	chr1	7750540	7807450	0.205963	22.8716	1.89354	3	2	27.2571	25
Prex2	chr1	7807950	8105276	0.205963	23.1286	10.6919	3	11	27.2571	25
Gm24173	chr1	7807950	7969180	0.205963	23.5582	5.77933	3	6	27.2571	25
Gm28686	chr1	7807950	8064469	0.205963	23.1227	8.70484	3	9	27.2571	25
Lactb2	chr1	10374058	10421406	0.346826	27.9288	3.9502	3	4	151.242	155
Gm38319	chr1	10374058	10421406	0.346826	27.9288	3.9502	3	4	151.242	155
Xkr9	chr1	10421906	10503837	0.346826	25.8725	1.98912	3	2	151.242	155
Gm26273	chr1	10520608	10531541	0.346826	26.1834	1.90314	3	2	151.242	155
Gm5523	chr1	10532041	10587474	0.346826	21.3014	1.60255	3	2	151.242	155
Gm36947	chr1	10587974	10633219	0.346826	23.1393	1.97573	3	2	151.242	155
MGP_FVBNJ_G0009295	chr1	10672831	10822023	0.346826	28.5567	1.88377	3	2	151.242	155
Gm37400	chr1	10848524	10909268	0.346826	22.3711	1.9745	3	2	151.242	155
Eya1	chr1	10909768	11181640	0.346826	27.2828	12.8742	3	13	151.242	155
Gm37444	chr1	10909768	11012262	0.346826	26.926	8.90345	3	9	151.242	155
Gm9947	chr1	11492571	11533319	0.346826	25.202	6.80722	3	7	151.242	155
Msc	chr1	11492571	11533319	0.346826	25.202	6.80722	3	7	151.242	155
Gm37412	chr1	11533819	11616512	0.346826	25.3128	1.97499	3	2	151.242	155
Trpa1	chr1	11617012	11757849	0.346826	24.1042	1.99128	3	2	151.242	155
Gm26345	chr1	11758349	11821176	0.346826	21.7849	1.90057	3	2	151.242	155
