gene	chromosome	start	end	log2	depth	weight	cn	probes	segment_weight	segment_probes
4933401J01Rik	chr1	97127	110141	0.929282	57.6227	1.8925	4	2	18.2502	19
Gm26206	chr1	123273	161031	0.929282	52.7128	1.74315	4	2	18.2502	19
Xkr4	chr1	225199	541336	0.929282	42.0384	11.7911	4	12	18.2502	19
Gm18956	chr1	233780	292277	0.929282	42.7672	2.92122	4	3	18.2502	19
Gm37180	chr1	233780	392039	0.929282	42.5084	4.86933	4	5	18.2502	19
Gm37363	chr1	233780	477754	0.929282	42.4104	5.86446	4	6	18.2502	19
Gm37686	chr1	233780	525354	0.929282	42.2736	8.81909	4	9	18.2502	19
Gm1992	chr1	233780	541336	0.929282	42.2414	9.80784	4	10	18.2502	19
Gm37329	chr1	233780	541336	0.929282	42.2414	9.80784	4	10	18.2502	19
Slc35e3	chr1	233780	272660	0.929282	41.3437	1.9421	4	2	18.2502	19
Gm38148	chr1	233780	272660	0.929282	41.3437	1.9421	4	2	18.2502	19
Gm19938	chr1	233780	272660	0.929282	41.3437	1.9421	4	2	18.2502	19
Sox17	chr1	1481671	1487145	-0.3807	23.198	7.87958	1	8	7.87958	5
Gm37587	chr1	1481990	1487112	-0.3807	22.9171	2.9649	1	3	7.87958	5
Gm30414	chr1	4434094	4516043	1.19669	24.5677	1.98029	5	2	189.407	196
Gm37791	chr1	4516543	4538208	1.19669	63.0703	1.87854	5	2	189.407	196
Gm7470	chr1	4538708	4596222	1.19669	57.3009	1.96838	5	2	189.407	196
Rps2-ps2	chr1	4596722	4634114	1.19669	58.1935	1.95608	5	2	189.407	196
Gm38216	chr1	4659102	4766526	1.19669	22.5867	1.72886	5	2	189.407	196
Sntg1	chr1	5232625	6249927	1.19669	47.4738	27.6121	5	30	189.407	196
Gm38024	chr1	5232625	5347651	1.19669	36.7048	8.94685	5	9	189.407	196
Gm16284	chr1	5232625	5397653	1.19669	34.2725	10.6501	5	11	189.407	196
Gm38259	chr1	5232625	5474631	1.19669	33.1809	12.629	5	13	189.407	196
MGP_FVBNJ_G0007534	chr1	5232625	5512804	1.19669	35.3882	13.8431	5	15	189.407	196
Gm37005	chr1	5232625	5544994	1.19669	36.8709	15.7806	5	17	189.407	196
Gm36964	chr1	5232625	5676835	1.19669	40.9637	18.8978	5	21	189.407	196
MGP_FVBNJ_G0007535	chr1	5232625	5816863	1.19669	41.7604	19.8944	5	22	189.407	196
Gm37629	chr1	5232625	6095698	1.19669	44.3944	23.7958	5	26	189.407	196
Gm38008	chr1	5232625	6141919	1.19669	46.3369	25.6609	5	28	189.407	196
Gm37143	chr1	5232625	6249927	1.19669	47.4738	27.6121	5	30	189.407	196
Gm6187	chr1	6250427	6291290	1.19669	64.0949	1.94963	5	2	189.407	196
Gm18299	chr1	6291790	6303597	1.19669	74.1218	1.9356	5	2	189.407	196
Gm7512	chr1	6302427	6309620	1.19669	77.1994	1.88657	5	2	189.407	196
Gm24765	chr1	6309517	6351284	1.19669	69.4963	1.91221	5	2	189.407	196
Gm18300	chr1	6351784	6426945	1.19669	68.6056	1.9762	5	2	189.407	196
Adhfe1	chr1	6398608	6482356	1.19669	69.1491	7.94718	5	8	189.407	196
2610203C22Rik	chr1	6398608	6491318	1.19669	68.296	11.8878	5	12	189.407	196
Vxn	chr1	6411492	6491318	1.19669	66.291	6.92494	5	7	189.407	196
Gm29520	chr1	6489990	6517968	1.19669	72.0483	1.96153	5	2	189.407	196
Mybl1	chr1	6518468	6568284	1.19669	63.494	5.75562	5	6	189.407	196
Vcpip1	chr1	6568784	6620070	1.19669	63.6745	3.97707	5	4	189.407	196
1700034P13Rik	chr1	6568784	6750938	1.19669	63.0988	7.85069	5	8	189.407	196
Sgk3	chr1	6646248	6759446	1.19669	65.4721	16.7335	5	17	189.407	196
Gm6195	chr1	6646248	6682412	1.19669	64.6143	7.91395	5	8	189.407	196
MGP_FVBNJ_G0036889	chr1	6646248	6695565	1.19669	65.3336	9.81085	5	10	189.407	196
Mcmdc2	chr1	6759946	6796562	1.19669	63.2298	12.723	5	13	189.407	196
Snhg6	chr1	6759978	6813671	1.19669	63.7617	10.7264	5	11	189.407	196
Snord87	chr1	6795965	6813671	1.19669	64.5416	6.75884	5	7	189.407	196
Tcf24	chr1	6814171	6841237	1.19669	58.4731	3.79993	5	4	189.407	196
E330040D14Rik	chr1	6814171	6858844	1.19669	60.8897	5.7883	5	6	189.407	196
Ppp1r42	chr1	6821650	6865382	1.19669	62.3911	7.72885	5	8	189.407	196
Gm15818	chr1	6823588	6864595	1.19669	64.8111	5.95648	5	6	189.407	196
MGP_FVBNJ_G0036890	chr1	6865278	6879552	1.19669	65.83	1.88603	5	2	189.407	196
Cops5	chr1	6880052	6992254	1.19669	68.4612	9.81674	5	10	189.407	196
Cspp1	chr1	6880052	7092995	1.19669	66.3105	36.4666	5	37	189.407	196
1700047N06Rik	chr1	6893672	6926197	1.19669	65.4587	14.8573	5	15	189.407	196
Arfgef1	chr1	6993056	7183317	1.19669	66.8513	10.6942	5	11	189.407	196
MGP_FVBNJ_G0009294	chr1	6993056	7092995	1.19669	69.1014	5.77386	5	6	189.407	196
Gm37569	chr1	6993056	7064904	1.19669	67.9041	7.73427	5	8	189.407	196
Cpa6	chr1	7183817	7619970	1.19669	64.8138	11.7442	5	12	189.407	196
Gm38005	chr1	7183817	7321979	1.19669	64.3565	3.96457	5	4	189.407	196
Gm15604	chr1	7183817	7402547	1.19669	65.1796	7.80258	5	8	189.407	196
MGP_FVBNJ_G0036891	chr1	7183817	7442223	1.19669	65.1419	8.79622	5	9	189.407	196
Gm15603	chr1	7183817	7619970	1.19669	64.8138	11.7442	5	12	189.407	196
Gm37133	chr1	7620470	7702151	1.19669	67.4656	1.95867	5	2	189.407	196
Gm28659	chr1	7702651	7715345	1.19669	71.1969	1.92624	5	2	189.407	196
MGP_FVBNJ_G0038128	chr1	7750540	7807450	1.19669	63.3572	1.88144	5	2	189.407	196
Prex2	chr1	7807950	8105276	1.19669	48.3243	10.671	5	11	189.407	196
Gm24173	chr1	7807950	7969180	1.19669	62.1497	5.76571	5	6	189.407	196
Gm28686	chr1	7807950	8064469	1.19669	53.3555	8.68549	5	9	189.407	196
Gm7560	chr1	8879520	8910900	0.632306	27.0017	1.96234	3	2	13.4688	14
MGP_FVBNJ_G0036892	chr1	9129761	9178251	0.632306	43.399	1.88482	3	2	13.4688	14
Mir6341	chr1	9178751	9234001	0.632306	50.5598	1.84074	3	2	13.4688	14
Gm6216	chr1	9415653	9425446	0.632306	47.5825	1.92892	3	2	13.4688	14
Gm29663	chr1	9424593	9450040	0.632306	39.745	1.87617	3	2	13.4688	14
Ncoa2	chr1	9913094	9924974	0.260304	35.6497	5.89084	3	6	5.89084	6
Gm38376	chr1	9913094	9920597	0.260304	40.6704	3.926	3	4	5.89084	6
Gm37409	chr1	9913094	9920597	0.260304	40.6704	3.926	3	4	5.89084	6
MGP_FVBNJ_G0007537	chr1	9913094	9920597	0.260304	40.6704	3.926	3	4	5.89084	6
Gm38223	chr1	9913094	9920597	0.260304	40.6704	3.926	3	4	5.89084	6
Gm37702	chr1	9913094	9920597	0.260304	40.6704	3.926	3	4	5.89084	6
Gm23169	chr1	9913094	9920597	0.260304	40.6704	3.926	3	4	5.89084	6
Gm38120	chr1	9913094	9920597	0.260304	40.6704	3.926	3	4	5.89084	6
Gm38380	chr1	9913094	9920597	0.260304	40.6704	3.926	3	4	5.89084	6
Ncoa2	chr1	9913094	10142989	1.14803	47.0931	20.4654	5	21	429.482	440
Gm38376	chr1	9913094	10139849	1.14803	40.4903	7.94829	5	8	429.482	440
Gm37409	chr1	9913094	10029805	1.14803	43.5643	11.8957	5	12	429.482	440
MGP_FVBNJ_G0007537	chr1	9913094	10058001	1.14803	45.5649	13.762	5	14	429.482	440
Gm38223	chr1	9913094	10067617	1.14803	46.7034	15.7092	5	16	429.482	440
Gm37702	chr1	9913094	10102451	1.14803	46.8946	16.6943	5	17	429.482	440
Gm23169	chr1	9913094	10115846	1.14803	46.8557	18.493	5	19	429.482	440
Gm38120	chr1	9913094	10124397	1.14803	46.9164	19.4746	5	20	429.482	440
Gm38380	chr1	9913094	10142989	1.14803	47.0931	20.4654	5	21	429.482	440
Gm29570	chr1	10143489	10172495	1.14803	49.2247	1.97604	5	2	429.482	440
Gm7593	chr1	10172995	10311291	1.14803	47.9199	1.92884	5	2	429.482	440
Tram1	chr1	10311791	10373558	1.14803	48.614	3.96251	5	4	429.482	440
Lactb2	chr1	10374058	10421406	1.14803	51.1396	3.94448	5	4	429.482	440
Gm38319	chr1	10374058	10421406	1.14803	51.1396	3.94448	5	4	429.482	440
Xkr9	chr1	10421906	10503837	1.14803	47.5448	1.98793	5	2	429.482	440
Gm26273	chr1	10520608	10531541	1.14803	50.2358	1.89223	5	2	429.482	440
Gm5523	chr1	10532041	10587474	1.14803	41.7167	1.59964	5	2	429.482	440
Gm36947	chr1	10587974	10633219	1.14803	48.6305	1.97278	5	2	429.482	440
MGP_FVBNJ_G0009295	chr1	10672831	10822023	1.14803	53.2479	1.87715	5	2	429.482	440
Gm37400	chr1	10848524	10909268	1.14803	55.8838	1.97208	5	2	429.482	440
Eya1	chr1	10909768	11181640	1.14803	62.2381	12.8618	5	13	429.482	440
Gm37444	chr1	10909768	11012262	1.14803	58.4687	8.89377	5	9	429.482	440
Gm9947	chr1	11492571	11533319	1.14803	53.3556	6.79169	5	7	429.482	440
Msc	chr1	11492571	11533319	1.14803	53.3556	6.79169	5	7	429.482	440
Gm37412	chr1	11533819	11616512	1.14803	54.8519	1.97285	5	2	429.482	440
Trpa1	chr1	11617012	11757849	1.14803	37.6941	1.99035	5	2	429.482	440
Gm26345	chr1	11758349	11821176	1.14803	25.4981	1.88995	5	2	429.482	440
Kcnb2	chr1	12028937	12500400	1.14803	39.488	5.8583	5	6	429.482	440
Gm38116	chr1	12028937	12233944	1.14803	29.1727	3.96881	5	4	429.482	440
Gm25227	chr1	12028937	12500400	1.14803	39.488	5.8583	5	6	429.482	440
Gm25168	chr1	12500900	12504726	1.14803	70.634	1.59927	5	2	429.482	440
Gm6060	chr1	12504179	12504918	1.14803	73.4681	1.55159	5	2	429.482	440
Gm28669	chr1	12504818	12546161	1.14803	70.2454	1.83933	5	2	429.482	440
Terf1	chr1	12546661	12593076	1.14803	86.1847	4.95661	5	5	429.482	440
Gm37509	chr1	12593576	12620539	1.14803	87.7909	2.83707	5	3	429.482	440
Sbspon	chr1	12593576	12668402	1.14803	89.3977	3.80876	5	4	429.482	440
MGP_FVBNJ_G0009296	chr1	12594107	12668402	1.14803	89.4615	2.82377	5	3	429.482	440
Gm7634	chr1	12791990	12804955	1.14803	92.2404	1.94151	5	2	429.482	440
4930444P10Rik	chr1	12805455	12837039	1.14803	109.984	2.85147	5	3	429.482	440
Rpl7	chr1	12836251	12868595	1.14803	92.7025	6.82873	5	7	429.482	440
Rdh10	chr1	12840725	12897817	1.14803	92.255	2.95852	5	3	429.482	440
Gm38249	chr1	12943341	12963714	1.14803	90.7767	1.97089	5	2	429.482	440
Gm28095	chr1	12964214	12994173	1.14803	83.7295	6.93991	5	7	429.482	440
Stau2	chr1	12964214	13270074	1.14803	81.6003	19.7415	5	20	429.482	440
Gm7568	chr1	12964382	13077684	1.14803	85.3695	8.91491	5	9	429.482	440
Ube2w	chr1	13270574	13365747	1.14803	79.2887	7.93743	5	8	429.482	440
Gm38342	chr1	13270574	13365747	1.14803	79.2887	7.93743	5	8	429.482	440
Eloc	chr1	13366247	13386772	1.14803	74.5697	11.8836	5	12	429.482	440
D030040B21Rik	chr1	13382036	13388156	1.14803	79.7314	1.95441	5	2	429.482	440
Idi1-ps5	chr1	13387473	13402799	1.14803	77.0491	1.95918	5	2	429.482	440
Tmem70	chr1	13389425	13411430	1.14803	75.3058	4.93175	5	5	429.482	440
Ly96	chr1	13411930	13464972	1.14803	74.7364	3.95945	5	4	429.482	440
Gm29649	chr1	13465472	13476241	1.14803	70.6605	1.94297	5	2	429.482	440
